4,100,137
1,75,138
1,18,139
1,43,139
4,61,140
5,6,141
2,15,142
5,86,142
4,85,143
1,1,144
5,50,145
5,94,145
3,15,146
5,51,146
4,35,147
5,3,148
5,62,148
3,83,148
3,55,149
3,62,150
3,20,151
3,82,152
5,77,153
4,62,154
3,73,155
5,4,156
3,36,156
5,15,157
5,79,157
2,51,158
4,86,158
1,95,158
5,100,158
5,15,159
5,22,159
5,73,159
3,86,159
5,100,159
5,43,160
5,86,160
5,100,160
5,54,161
2,86,162
1,18,163
4,39,164
4,86,164
3,36,165
4,61,166
4,51,167
3,86,167
5,95,168
5,100,168
4,19,169
5,9,170
5,1,171
3,36,172
5,45,172
5,33,173
3,45,173
3,20,174
5,16,175
5,63,176
5,76,176
2,52,177
3,43,178
3,67,178
2,20,179
4,59,180
5,96,181
4,31,182
4,61,182
1,76,183
3,81,183
5,8,184
4,33,185
2,58,186
4,82,187
4,85,187
4,45,188
3,47,189
1,48,189
4,80,190
2,47,191
3,30,192
3,27,193
1,39,193
3,2,194
3,17,194
5,1,195
3,94,196
5,97,197
1,6,198
4,43,199
4,77,199
3,51,200
5,96,201
3,15,202
5,70,202
2,100,202
4,56,203
4,35,204
1,39,205
4,73,205
5,88,205
2,15,206
2,96,207
4,5,208
3,18,209
3,9,210
3,43,211
5,82,211
5,1,212
4,96,212
3,45,213
3,81,214
3,17,215
3,10,216
4,20,217
4,45,218
3,15,219
4,19,219
4,51,219
3,72,219
3,73,219
5,51,220
4,80,221
5,68,222
4,73,223
5,61,224
4,72,224
3,55,225
4,16,226
3,11,227
3,67,227
3,73,227
5,50,228
5,96,228
5,33,229
4,39,229
4,43,230
3,51,230
4,86,230
5,68,231
3,61,232
5,6,233
2,20,234
1,65,235
4,68,236
2,85,237
1,14,238
4,51,239
2,95,239
5,6,240
5,89,241
3,20,242
2,6,243
4,96,244
4,81,245
3,15,246
5,41,246
4,54,247
5,15,248
4,86,249
4,86,250
4,100,250
3,15,251
5,12,252
5,31,253
4,13,254
4,16,254
3,36,255
5,68,256
5,45,257
4,83,258
5,61,259
4,97,259
4,1,260
5,15,261
5,2,262
4,35,262
5,61,262
3,59,263
4,33,264
4,58,264
4,51,265
4,27,266
4,81,267
2,51,268
1,86,268
2,100,268
2,100,269
5,35,270
5,45,271
5,58,272
4,77,273
3,5,274
4,84,274
3,56,275
3,67,275
4,95,275
5,18,276
1,51,276
3,82,276
4,35,277
3,1,278
4,4,279
4,82,279
4,29,280
5,35,280
3,51,281
3,43,282
5,68,283
5,15,284
3,73,284
5,84,284
5,98,285
2,42,286
5,9,287
4,26,287
4,6,288
5,33,289
4,11,290
5,14,291
4,15,292
3,100,292
4,49,293
4,97,294
3,80,295
2,49,296
3,96,296
3,73,297
5,87,297
5,54,298
5,36,299
5,51,300
4,86,300
5,14,301
4,97,302
3,15,303
4,51,303
4,96,303
5,19,304
4,30,304
4,51,304
3,7,305
5,20,306
5,80,306
3,61,307
3,51,308
3,68,308
1,86,309
4,1,310
4,58,311
5,1,312
4,6,312
4,36,313
2,45,314
3,15,315
4,9,316
3,10,317
4,83,317
4,1,318
5,68,318
3,49,319
4,50,320
3,9,321
3,20,322
3,55,323
5,44,324
4,51,325
5,24,326
3,49,327
3,4,328
4,54,329
4,68,329
3,88,330
5,35,331
2,26,332
5,50,332
3,45,333
3,82,333
2,21,334
5,77,335
4,73,336
3,86,336
2,1,337
5,35,338
3,15,339
3,43,339
3,36,340
5,49,341
5,4,342
5,52,342
3,58,343
5,35,344
4,54,345
4,19,346
2,51,346
5,72,346
3,95,346
5,100,346
4,15,347
3,69,347
3,9,348
3,73,349
1,100,349
5,45,350
3,52,351
5,71,352
5,14,353
5,36,354
5,41,354
3,10,355
5,36,356
3,3,357
2,81,357
4,88,357
5,45,358
3,96,359
3,61,360
3,15,361
3,51,361
2,73,361
5,6,362
4,70,363
4,13,364
2,23,365
5,68,365
4,96,366
3,18,367
3,43,368
4,80,369
1,20,370
5,11,371
4,44,371
5,96,372
1,3,373
1,42,374
4,2,375
3,63,376
4,44,377
5,45,378
5,83,378
4,1,379
4,52,380
3,86,381
1,89,382
4,86,383
2,15,384
3,100,384
2,85,385
1,39,386
4,43,387
2,100,388
4,70,389
2,51,390
5,100,391
4,58,392
5,49,393
4,39,394
3,85,394
3,54,395
3,20,396
3,44,397
4,55,397
5,64,397
3,1,398
5,35,399
4,100,399
3,96,400
1,6,401
5,36,402
4,18,403
4,85,403
5,81,404
3,1,405
4,86,406
5,88,407
4,100,407
3,81,408
3,85,408
4,1,409
3,4,409
2,4,410
3,20,410
3,83,410
3,97,410
4,73,411
4,89,411
2,84,412
2,2,413
3,21,414
5,50,415
5,69,415
4,16,416
3,61,417
3,73,418
4,26,419
1,63,419
4,86,420
4,4,421
3,80,422
5,8,423
5,31,423
3,96,423
3,35,424
5,45,424
4,88,424
4,20,425
5,82,425
4,46,426
3,6,427
2,36,428
3,15,429
2,44,429
4,58,429
4,86,429
5,35,430
4,4,431
3,33,431
5,96,431
5,43,432
2,76,433
3,51,434
4,50,435
3,59,436
4,48,437
4,4,438
5,2,439
5,58,439
4,13,440
5,19,440
5,8,441
5,4,442
3,2,443
3,36,444
5,8,445
4,5,446
5,88,447
5,95,447
4,6,448
2,100,449
5,16,450
5,41,451
4,73,451
5,68,452
2,42,453
5,61,454
5,75,455
3,43,456
4,73,456
5,73,457
4,100,457
3,36,458
4,51,458
4,80,458
5,72,459
2,52,460
5,35,461
4,18,462
1,73,463
3,51,464
4,42,465
3,20,466
4,82,466
3,36,467
2,45,467
4,15,468
3,51,468
5,86,468
4,61,469
5,54,470
1,30,471
4,64,471
4,72,472
3,86,473
3,15,474
3,73,474
5,86,474
3,42,475
4,85,476
3,88,477
4,1,478
4,6,479
3,75,480
3,1,481
4,80,482
5,15,483
5,14,484
4,77,485
2,67,486
4,73,486
5,68,487
4,88,487
5,61,488
4,28,489
4,42,489
3,9,490
5,18,491
4,51,491
5,61,491
4,65,491
5,95,491
5,51,492
2,86,493
4,9,494
5,72,495
3,81,495
4,21,496
3,26,497
3,30,498
5,36,498
4,51,498
3,77,498
4,94,499
4,15,500
5,95,500
4,81,501
5,6,502
1,4,503
4,1,504
4,58,504
3,3,505
3,15,505
4,73,505
3,81,505
5,56,506
4,73,506
4,89,506
4,36,507
1,63,508
4,79,509
3,97,509
5,37,510
4,45,511
5,50,511
4,63,511
4,15,512
4,86,513
5,1,514
5,96,515
4,88,516
5,9,517
5,51,517
4,55,518
3,4,519
4,61,519
5,72,520
4,51,521
5,4,522
5,58,523
5,96,524
4,22,525
3,86,526
5,35,527
4,86,528
5,86,529
3,3,530
1,1,531
5,54,532
5,9,533
4,73,534
3,86,534
5,58,535
5,51,536
1,74,536
4,69,537
5,76,538
3,86,539
3,37,540
3,58,540
3,71,540
4,8,541
3,18,542
3,45,543
5,77,543
3,81,543
3,45,544
3,95,545
4,83,546
4,80,547
2,86,547
5,77,548
5,51,549
5,73,549
5,15,550
5,35,551
5,67,552
4,86,553
2,100,553
2,88,554
1,67,555
3,100,555
3,95,556
5,18,557
5,43,557
5,4,558
3,20,558
5,45,558
3,61,558
3,85,558
2,15,559
5,39,559
2,63,560
3,36,561
4,80,561
2,85,562
3,43,563
5,80,563
3,62,564
3,19,565
5,84,566
3,61,567
4,2,568
4,45,568
5,77,568
4,29,569
5,20,570
3,3,571
3,88,571
4,100,571
4,4,572
1,51,573
3,16,574
1,94,574
5,88,575
3,44,576
3,6,577
4,62,577
3,77,577
3,4,578
4,20,578
3,4,579
3,51,580
5,84,581
4,35,582
3,42,583
3,62,583
5,50,584
2,36,585
5,45,585
2,63,585
5,80,586
4,6,587
4,4,588
2,88,588
3,39,589
3,43,589
3,6,590
4,5,591
3,73,592
3,88,592
4,54,593
5,33,594
5,32,595
2,6,596
4,51,597
3,86,597
5,84,598
5,73,599
4,58,600
4,80,601
1,86,601
3,51,602
5,86,602
4,36,603
4,35,604
4,14,605
4,27,605
4,68,605
4,96,606
5,42,607
3,15,608
4,36,609
3,61,609
5,77,610
3,37,611
4,82,612
4,77,613
3,82,613
5,39,614
2,43,614
4,51,614
5,4,615
3,44,616
4,63,616
5,41,617
5,83,618
5,93,618
1,6,619
5,35,620
3,73,621
5,88,621
2,39,622
5,56,622
4,19,623
3,73,623
3,1,624
3,4,625
5,9,626
4,85,626
5,33,627
1,92,628
4,15,629
3,15,630
2,36,630
4,30,631
4,77,631
4,39,632
4,51,632
2,76,633
3,19,634
4,86,634
5,3,635
4,81,636
4,35,637
3,45,638
4,20,639
3,39,640
5,4,641
4,88,642
4,9,643
4,36,644
5,41,645
5,55,646
5,83,647
3,34,648
4,21,649
4,75,650
3,82,651
3,81,652
4,91,653
3,97,654
3,33,655
4,15,656
3,86,657
5,95,657
4,100,657
3,6,658
5,17,659
4,35,659
3,65,659
4,61,660
1,37,661
4,4,662
4,9,662
1,73,663
3,36,664
4,77,664
4,58,665
3,94,665
5,4,666
5,61,666
5,86,667
4,49,668
4,96,669
4,19,670
5,36,671
4,43,671
5,81,671
3,86,671
5,55,672
3,10,673
2,77,673
5,68,674
2,85,675
3,55,676
4,85,676
4,88,677
5,85,678
1,80,679
4,82,680
2,65,681
4,9,682
4,74,683
3,59,684
4,20,685
3,2,686
5,35,686
5,54,686
4,96,687
5,81,688
4,58,689
5,56,690
4,95,690
3,94,691
5,51,692
3,72,692
5,86,692
4,100,692
4,62,693
3,19,694
5,61,695
1,6,696
5,15,697
1,51,697
4,4,698
4,19,698
2,86,698
3,100,698
2,36,699
2,9,700
3,85,701
4,26,702
4,61,703
2,100,704
1,86,705
4,62,706
4,70,706
5,61,707
5,74,707
4,43,708
4,9,709
3,39,709
5,45,710
4,49,710
4,70,711
5,51,712
5,18,713
5,72,713
3,82,714
4,36,715
4,9,716
3,20,716
5,26,717
4,36,718
4,81,719
5,51,720
5,39,721
5,15,722
5,35,723
3,2,724
4,20,724
4,96,724
5,96,725
4,91,726
4,100,726
5,31,727
4,20,728
4,43,729
4,85,729
1,43,730
5,54,731
5,30,732
5,9,733
5,96,733
4,4,734
5,83,735
4,6,736
4,4,737
3,45,738
5,96,739
5,50,740
3,82,740
3,9,741
1,6,742
4,55,743
4,62,744
3,52,745
4,15,746
4,75,747
4,28,748
5,15,749
4,62,749
5,95,749
3,85,750
5,4,751
5,61,751
5,82,751
5,15,752
4,56,752
5,81,752
3,80,753
4,17,754
2,49,755
5,80,756
5,85,757
4,19,758
5,50,758
3,53,758
5,85,759
5,45,760
4,96,761
1,9,762
3,63,763
2,39,764
2,45,765
1,51,766
4,80,766
2,95,766
4,56,767
4,95,767
3,51,768
5,58,768
2,100,768
3,44,769
3,18,770
4,42,770
4,6,771
4,52,771
3,77,771
4,33,772
4,51,773
5,80,774
5,35,775
5,79,776
4,49,777
5,2,778
5,64,779
4,67,780
3,100,780
5,31,781
5,49,781
5,26,782
5,38,783
5,89,783
1,85,784
5,19,785
5,72,785
5,58,786
2,22,787
5,85,788
5,100,788
4,9,789
5,63,790
3,67,791
5,30,792
5,9,793
3,4,794
3,36,794
4,45,794
3,96,794
1,73,795
3,100,795
3,19,796
3,94,796
3,17,797
3,44,798
4,93,799
3,81,800
4,80,801
2,64,802
3,33,803
1,85,804
1,45,805
5,35,806
4,97,807
4,91,808
5,62,809
5,6,810
3,80,811
3,45,812
2,15,813
5,51,813
4,86,813
4,14,814
4,69,814
5,67,815
3,89,816
5,71,817
3,22,818
3,44,819
3,68,820
4,55,821
4,50,822
4,32,823
4,61,823
3,43,824
5,41,825
2,43,825
5,42,826
3,9,827
3,18,828
3,36,829
4,47,830
4,56,831
1,85,832
4,14,833
5,53,834
4,10,835
5,45,836
5,54,837
5,73,837
5,27,838
5,14,839
3,9,840
4,1,841
5,4,842
4,51,842
4,22,843
5,88,843
3,63,844
4,5,845
3,95,845
2,77,846
4,15,847
5,88,847
5,93,847
4,61,848
5,80,848
5,43,849
4,44,850
4,75,851
5,95,852
5,35,853
3,86,854
5,84,855
4,4,856
4,96,856
4,51,857
4,17,858
3,70,859
3,100,859
5,82,860
3,42,861
2,96,861
5,89,862
5,86,863
5,28,864
2,5,865
3,15,866
4,39,866
4,59,867
4,79,867
5,53,868
5,100,869
4,61,870
3,39,871
3,86,872
5,100,872
4,30,873
5,80,873
2,61,874
4,63,875
5,45,876
3,81,877
5,55,878
5,77,878
5,6,879
5,94,880
3,33,881
5,36,882
3,18,883
2,51,883
5,51,884
4,18,885
5,50,886
5,51,887
5,95,887
4,86,888
4,95,889
3,23,890
5,48,890
2,51,890
4,79,891
4,86,891
4,95,891
4,100,891
5,45,892
4,44,893
2,15,894
5,80,894
3,17,895
5,85,896
5,27,897
4,14,898
3,36,899
4,52,900
5,61,900
4,85,900
5,58,901
5,15,902
3,81,902
3,9,903
2,97,903
5,14,904
5,4,905
3,51,906
5,1,907
3,45,907
3,34,908
5,61,909
4,77,910
4,54,911
3,9,912
5,86,913
2,1,914
5,2,915
4,63,916
5,42,917
5,19,918
4,55,918
4,63,918
4,69,918
3,81,919
2,86,920
5,18,921
4,86,921
3,20,922
4,66,922
3,33,923
4,23,924
4,73,924
5,95,924
5,100,924
1,76,925
4,21,926
4,6,927
4,35,928
4,62,928
2,21,929
4,90,929
5,72,930
3,45,931
1,51,932
2,86,932
3,40,933
5,41,934
3,100,935
3,86,936
1,17,937
5,62,937
5,4,938
3,20,938
1,1,939
5,8,940
5,33,941
4,36,942
5,6,943
4,43,944
2,86,945
4,96,946
5,36,947
4,83,947
5,3,948
5,27,949
3,76,950
3,51,951
4,6,952
4,30,953
4,61,954
2,52,955
5,18,956
3,86,956
3,100,956
5,76,957
3,33,958
3,36,958
2,81,958
4,36,959
4,100,960
5,77,961
5,25,962
3,1,963
2,52,964
4,45,965
4,35,966
4,49,967
2,97,967
4,30,968
3,73,969
4,95,969
3,100,969
4,28,970
5,54,970
4,27,971
1,43,972
2,100,973
4,80,974
2,1,975
1,85,976
4,72,977
3,100,977
4,35,978
3,1,979
4,82,979
5,36,980
4,51,980
3,39,981
4,86,981
4,27,982
4,83,982
4,35,983
3,61,984
4,96,985
3,1,986
5,18,987
2,15,988
4,51,988
5,86,988
3,1,989
2,33,990
5,19,991
5,70,991
5,1,992
4,36,993
4,95,994
5,68,995
5,3,996
2,18,996
5,70,996
3,33,997
5,12,998
1,36,998
2,68,999
5,8,1000
3,59,1001
1,1,1002
5,35,1002
3,44,1003
1,81,1003
2,97,1004
1,6,1005
4,35,1006
4,96,1006
4,89,1007
3,51,1008
4,63,1009
5,69,1010
4,86,1010
3,9,1011
4,29,1012
5,54,1012
3,4,1013
5,1,1014
4,1,1015
3,6,1015
2,15,1016
3,22,1016
3,95,1016
3,25,1017
5,43,1017
3,78,1017
4,81,1017
3,88,1017
4,89,1017
1,4,1018
4,16,1019
3,96,1019
4,14,1020
4,46,1020
3,61,1021
5,4,1022
3,51,1022
4,62,1023
4,33,1024
5,45,1024
4,15,1025
3,86,1025
1,1,1026
5,30,1027
5,36,1028
1,43,1029
4,54,1030
5,13,1031
4,15,1032
5,43,1032
5,35,1033
5,41,1033
4,51,1034
3,15,1035
5,86,1035
3,51,1036
4,82,1036
4,5,1037
3,42,1037
5,72,1038
4,45,1039
5,33,1040
5,34,1041
3,35,1042
4,1,1043
5,94,1044
5,19,1045
3,51,1045
5,29,1046
4,35,1047
3,34,1048
5,80,1048
4,43,1049
4,51,1049
4,6,1050
5,46,1051
5,72,1051
3,82,1052
4,72,1053
4,6,1054
3,20,1054
2,79,1054
5,50,1055
4,59,1055
5,9,1056
4,58,1057
4,42,1058
5,51,1059
4,96,1059
2,22,1060
4,50,1061
3,6,1062
4,9,1063
2,6,1064
5,49,1065
5,45,1066
5,69,1066
4,57,1067
3,61,1068
4,39,1069
3,18,1070
4,80,1071
3,43,1072
5,1,1073
4,80,1074
4,78,1075
5,50,1076
3,27,1077
5,62,1078
3,15,1079
3,97,1080
5,15,1081
5,100,1081
3,43,1082
3,39,1083
2,15,1084
4,41,1085
3,22,1086
2,89,1086
4,90,1086
4,95,1086
3,100,1086
2,86,1087
4,39,1088
4,81,1089
5,15,1090
4,18,1091
4,62,1092
4,51,1093
3,14,1094
4,41,1095
4,72,1095
4,15,1096
4,33,1097
2,70,1098
5,88,1098
5,27,1099
5,52,1099
4,80,1099
4,15,1100
3,51,1101
5,41,1102
3,61,1102
2,50,1103
5,33,1104
5,24,1105
4,33,1106
3,44,1106
3,58,1107
4,15,1108
4,9,1109
1,15,1110
4,22,1110
3,43,1110
5,16,1111
2,1,1112
4,45,1112
1,4,1113
3,36,1114
4,19,1115
1,20,1116
3,44,1116
5,18,1117
4,34,1117
2,73,1118
4,100,1118
5,16,1119
4,63,1120
4,44,1121
4,4,1122
4,69,1123
4,27,1124
5,33,1125
3,43,1126
3,86,1126
5,15,1127
5,22,1127
5,100,1127
4,36,1128
3,61,1129
5,19,1130
5,24,1130
5,34,1131
5,86,1131
4,80,1132
4,29,1133
2,6,1134
5,39,1135
5,43,1135
5,51,1136
3,16,1137
1,87,1138
5,41,1139
3,79,1140
4,4,1141
3,73,1142
3,18,1143
3,91,1144
5,61,1145
4,88,1146
5,61,1147
4,6,1148
3,66,1148
4,8,1149
1,3,1150
2,15,1150
1,67,1150
4,88,1150
4,2,1151
5,61,1151
2,1,1152
3,35,1152
4,18,1153
2,86,1153
5,13,1154
1,6,1155
4,6,1156
4,70,1157
3,62,1158
3,1,1159
4,6,1160
4,96,1161
4,15,1162
5,61,1163
5,36,1164
3,6,1165
4,36,1166
4,86,1166
4,96,1166
2,29,1167
4,18,1168
4,30,1168
4,73,1168
1,33,1169
4,6,1170
4,6,1171
3,14,1171
5,80,1171
3,18,1172
4,81,1172
5,41,1173
3,36,1174
5,51,1174
4,82,1175
4,52,1176
3,82,1177
3,1,1178
4,9,1178
5,18,1179
5,40,1180
3,62,1181
2,97,1182
4,85,1183
5,6,1184
3,62,1185
4,39,1186
3,43,1186
1,23,1187
5,80,1188
5,86,1189
5,51,1190
5,74,1191
4,33,1192
5,2,1193
3,9,1193
5,62,1193
5,97,1193
4,43,1194
2,89,1194
3,94,1194
5,18,1195
1,47,1196
4,27,1197
4,4,1198
5,36,1199
5,86,1199
4,61,1200
3,61,1201
3,80,1201
4,8,1202
4,67,1203
4,58,1204
3,85,1205
1,1,1206
4,100,1207
5,96,1208
4,41,1209
5,96,1210
3,59,1211
5,70,1212
2,100,1213
4,85,1214
4,20,1215
4,35,1215
5,100,1216
3,36,1217
4,51,1218
5,28,1219
3,77,1220
4,85,1220
3,20,1221
4,20,1222
2,15,1223
4,39,1223
2,51,1223
5,72,1223
4,73,1223
3,100,1223
5,13,1224
4,38,1225
3,45,1226
4,98,1227
3,9,1228
5,36,1229
4,55,1230
5,68,1231
3,44,1232
1,86,1232
5,69,1233
5,22,1234
5,63,1234
3,55,1235
4,45,1236
1,51,1237
4,86,1238
4,86,1239
5,32,1240
3,94,1240
5,80,1241
5,99,1241
4,1,1242
4,9,1242
2,45,1242
4,45,1243
4,62,1243
5,71,1244
2,4,1245
4,17,1246
3,20,1246
2,6,1247
4,45,1248
4,82,1248
3,61,1249
3,85,1250
5,19,1251
4,27,1252
3,45,1252
3,88,1253
4,62,1254
1,6,1255
5,39,1255
4,46,1256
2,62,1257
4,9,1258
4,61,1258
4,80,1258
1,96,1258
3,43,1259
4,49,1259
5,45,1260
3,96,1260
5,24,1261
5,9,1262
4,15,1263
4,96,1263
3,27,1264
4,95,1265
4,39,1266
5,45,1267
5,83,1267
5,6,1268
4,6,1269
5,73,1270
1,9,1271
5,80,1272
5,58,1273
5,49,1274
5,22,1275
4,95,1275
5,16,1276
3,30,1277
3,49,1278
5,68,1279
2,97,1280
2,63,1281
5,64,1282
2,44,1283
4,45,1283
3,67,1284
4,77,1285
5,43,1286
3,81,1286
4,100,1286
2,62,1287
4,73,1288
4,100,1288
4,58,1289
4,36,1290
4,82,1290
5,41,1291
5,64,1292
5,39,1293
2,40,1294
4,65,1295
5,96,1296
3,36,1297
4,51,1298
3,26,1299
3,18,1300
4,39,1300
3,86,1300
4,56,1301
5,35,1302
2,10,1303
2,86,1304
5,41,1305
3,63,1305
3,33,1306
4,29,1307
3,81,1308
4,4,1309
4,49,1309
5,54,1310
4,56,1311
4,43,1312
3,61,1313
4,32,1314
5,53,1314
2,67,1315
1,86,1315
5,41,1316
4,33,1317
2,20,1318
5,9,1319
3,51,1319
4,14,1320
2,6,1321
4,61,1322
5,18,1323
4,43,1323
4,70,1324
5,96,1325
4,35,1326
4,80,1327
5,55,1328
5,76,1328
4,90,1329
5,9,1330
4,49,1330
4,96,1330
3,21,1331
3,61,1332
5,68,1333
2,4,1334
3,85,1335
3,33,1336
5,35,1336
3,15,1337
3,43,1337
4,86,1337
4,39,1338
1,86,1338
1,80,1339
5,10,1340
5,86,1341
2,97,1342
5,36,1343
4,45,1343
4,19,1344
3,15,1345
4,20,1345
5,36,1346
5,27,1347
5,26,1348
2,59,1349
3,62,1349
4,39,1350
4,33,1351
4,81,1351
4,62,1352
5,43,1353
5,72,1354
5,42,1355
2,23,1356
3,56,1356
4,6,1357
4,31,1358
2,76,1359
4,85,1360
5,98,1360
3,67,1361
4,73,1361
4,86,1361
4,77,1362
5,15,1363
4,43,1363
4,51,1363
5,36,1364
3,61,1365
4,15,1366
4,51,1367
5,77,1368
5,9,1369
3,79,1370
4,67,1371
4,86,1371
3,4,1372
4,45,1373
5,96,1374
3,62,1375
4,36,1376
3,99,1377
3,96,1378
4,39,1379
4,9,1380
5,80,1381
3,63,1382
4,1,1383
5,80,1384
4,86,1385
1,33,1386
4,36,1386
2,49,1387
1,61,1387
4,76,1388
4,39,1389
4,35,1390
4,15,1391
5,39,1391
5,51,1391
5,6,1392
3,9,1392
4,36,1392
4,49,1392
3,82,1392
4,96,1392
5,19,1393
3,51,1393
3,86,1393
4,97,1394
3,51,1395
3,61,1396
4,45,1397
3,36,1398
4,80,1398
3,86,1399
5,18,1400
3,51,1400
3,86,1400
5,82,1401
3,36,1402
3,54,1403
3,82,1403
1,43,1404
3,20,1405
2,88,1406
4,30,1407
2,73,1408
5,86,1408
3,43,1409
3,26,1410
4,33,1410
4,95,1410
4,39,1411
4,67,1412
2,3,1413
4,80,1413
5,49,1414
4,45,1415
4,4,1416
4,43,1417
1,6,1418
4,55,1419
4,70,1420
2,86,1420
1,7,1421
5,80,1422
4,83,1422
5,99,1423
3,67,1424
4,86,1424
5,61,1425
5,41,1426
4,44,1426
4,95,1426
5,9,1427
3,82,1427
5,72,1428
5,71,1429
5,80,1429
2,42,1430
4,51,1431
4,9,1432
3,17,1432
5,35,1433
5,84,1433
4,2,1434
5,96,1434
4,30,1435
5,94,1436
4,2,1437
4,81,1438
4,93,1438
3,15,1439
4,6,1440
2,22,1441
4,43,1441
4,100,1441
4,81,1442
4,45,1443
5,19,1444
4,61,1445
4,85,1446
5,86,1446
5,68,1447
4,74,1448
3,100,1449
3,4,1450
4,1,1451
3,55,1451
4,86,1452
5,28,1453
5,4,1454
2,4,1455
4,71,1456
4,61,1457
3,51,1458
4,61,1459
5,26,1460
3,61,1460
4,2,1461
1,7,1461
5,51,1462
5,86,1462
4,42,1463
5,45,1464
3,26,1465
2,20,1466
5,49,1466
4,96,1466
5,19,1467
5,20,1468
5,38,1469
5,46,1469
5,77,1470
4,85,1470
4,54,1471
4,90,1472
1,51,1473
1,95,1473
4,51,1474
3,86,1474
1,39,1475
4,21,1476
4,36,1476
5,68,1477
3,54,1478
5,9,1479
5,39,1480
4,56,1480
2,80,1481
4,4,1482
1,18,1483
4,51,1483
5,73,1484
2,100,1484
4,51,1485
5,96,1486
2,86,1487
3,18,1488
5,1,1489
2,51,1490
4,96,1490
1,85,1491
2,15,1492
2,96,1493
3,62,1494
4,50,1495
3,86,1496
4,100,1497
3,39,1498
5,43,1499
5,55,1500
4,15,1501
5,93,1502
4,36,1503
3,45,1503
4,45,1504
3,48,1504
3,96,1505
5,72,1506
5,61,1507
3,23,1508
3,39,1509
4,13,1510
3,15,1511
2,86,1511
5,80,1512
4,87,1513
4,27,1514
4,50,1515
4,77,1515
5,86,1516
5,43,1517
5,67,1517
3,100,1517
5,54,1518
4,19,1519
3,33,1519
4,81,1519
2,86,1520
5,43,1521
4,86,1521
4,45,1522
4,9,1523
5,80,1524
5,45,1525
5,18,1526
3,51,1527
3,33,1528
4,54,1528
5,43,1529
5,86,1529
3,4,1530
4,15,1531
5,86,1532
5,4,1533
5,72,1534
5,96,1534
4,4,1535
3,9,1536
3,86,1537
4,36,1538
5,53,1539
5,86,1539
5,18,1540
5,69,1541
4,67,1542
5,9,1543
5,19,1544
5,39,1545
4,31,1546
4,26,1547
5,1,1548
4,45,1548
4,82,1548
5,51,1549
5,93,1549
4,11,1550
5,38,1551
3,18,1552
5,61,1553
3,86,1553
4,62,1554
4,9,1555
4,80,1556
5,30,1557
5,14,1558
4,27,1559
4,47,1559
4,43,1560
4,45,1561
5,36,1562
4,15,1563
2,86,1563
4,82,1564
3,58,1565
3,9,1566
3,43,1567
4,80,1567
3,62,1568
4,83,1568
4,85,1568
4,96,1569
2,6,1570
3,36,1571
4,37,1572
5,41,1573
4,86,1573
5,51,1574
4,73,1574
3,49,1575
5,77,1575
3,85,1575
3,33,1576
4,42,1576
5,44,1577
4,86,1577
5,96,1578
4,27,1579
5,45,1580
5,86,1581
4,99,1581
4,61,1582
